audit_id,dataset,auditor_id,label_semantic,label_answerable,failure_type,confidence,notes
v4_paper1000_mixed_blind1000-00636,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00637,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00638,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00639,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00640,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00641,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00642,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00643,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00644,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00645,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00646,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00647,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00648,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00649,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00650,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00651,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00652,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00653,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00654,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00655,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00656,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00657,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00658,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00659,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00660,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00661,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00662,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00663,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00664,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00665,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00666,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00667,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00668,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00669,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00670,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00671,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00672,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00673,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00674,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00675,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00676,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00677,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00678,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00679,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00680,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00681,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00682,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00683,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00684,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00685,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00686,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00687,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00688,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00689,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00690,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00691,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00692,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00693,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00694,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00695,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00696,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00697,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00698,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00699,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00700,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00701,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00702,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00703,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00704,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00705,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00706,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00707,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00708,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00709,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00710,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00711,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00712,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00713,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00714,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00715,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00716,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00717,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00718,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00719,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00720,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00721,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00722,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00723,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00724,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00725,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00726,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00727,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00728,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00729,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00730,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00731,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00732,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00733,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00734,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00735,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00736,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00737,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00738,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00739,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00740,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00741,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00742,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00743,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00744,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00745,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00746,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00747,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00748,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00749,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00750,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00751,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00752,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00753,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00754,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00755,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00756,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00757,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00758,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00759,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00760,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00761,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00762,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00763,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00764,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00765,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00766,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00767,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00768,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00769,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00770,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00771,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00772,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00773,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00774,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00775,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00776,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00777,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00778,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00779,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00780,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00781,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00782,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00783,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00784,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00785,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00786,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00787,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00788,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00789,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00790,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00791,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00792,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00793,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00794,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00795,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00796,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00797,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00798,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00799,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00800,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00801,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00802,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00803,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00804,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00805,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00806,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00807,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00808,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00809,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00810,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00811,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00812,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00813,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00814,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00815,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00816,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00817,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00818,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00819,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00820,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00821,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00822,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00823,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00824,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00825,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00826,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00827,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00828,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00829,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00830,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00831,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00832,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00833,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00834,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00835,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00836,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00837,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00838,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00839,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00840,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00841,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00842,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00843,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00844,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00845,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00846,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00847,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00848,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00849,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00850,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00851,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00852,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00853,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00854,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00855,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00856,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00857,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00858,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00859,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00860,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00861,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00862,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00863,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00864,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00865,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00866,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00867,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00868,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00869,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00870,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00871,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00872,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00873,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00874,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00875,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00876,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00877,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00878,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00879,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00880,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00881,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00882,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00883,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00884,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00885,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00886,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00887,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00888,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00889,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00890,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00891,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00892,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00893,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00894,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00895,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00896,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00897,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00898,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00899,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00900,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00901,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00902,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00903,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00904,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00905,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00906,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00907,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00908,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00909,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00910,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00911,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00912,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00913,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00914,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00915,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00916,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00917,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00918,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00919,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00920,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00921,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00922,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00923,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00924,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00925,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00926,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00927,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00928,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00929,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00930,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00931,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00932,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00933,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00934,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00935,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00936,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00937,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00938,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00939,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00940,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00941,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00942,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00943,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00944,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00945,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00946,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00947,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00948,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00949,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00950,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00951,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00952,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00953,copenlu/fever_gold_evidence,auditor2,,,,,
